review,character_count,label
Offer a 90tk kore 1 kg niyechi. Khub e valo. Baire 130 taka kore kg.. Budget friendly,85,1
 kud choto,10,0
thank you sir.ato sundor akta review deor jonno,47,1
"Ai earphone ta dekhay akta product r dey r akta product. tader aita kora moteo uchit na, daraz er kono kisu kokhono khuilla dekha jay na ai jonno ami deikkha anteo pari nai basay ainna dekhi ami jeita odder dici oita na onno ta dice aigula ki vai😡😡😡
ami akta product 5 takay kini r 5000 takay kini jeita odder dibo oitai to dewa uchit seta hok quality kharap hok valo. amra sobai jani je amra kom takay ja kinbo oita ektu kharap ba jekono rokom hotei pare but ai jonno akta dekhaiya onno ta dewa aita kemon 😡😡😡😡😡
faltu frot mittha badi",535,0
good product and price is 50% off that's very good,50,1
"very useful product for baby 
excellent...",42,1
Kintu ami chai shobai truth januk.,34,1
"Good product love the smell, but should bring different colors and smell, price should be 40 tk per soap.",105,1
Gift deyar moto jinish na. Loony hoye gelo.,43,0
"this is good as its price,  You can buy it",42,1
khub shundor sonai nite paren.dhonnobad daraz k,47,1
khub sundor ame ai gula nisi ai page thake khub e vlo r kajer o,63,1
khub e valo proeuxt,19,1
"ayan's Enterprise BD,,,,,,,,, chat bar bar bollam je black colour dite o dise amre  or nanir sawwa colour",105,1
"I'm so frustrated, I could scream.",34,0
2nd baar kinlam. dokaan theke onek kom daame peyechi.,53,1
spice packet boro kharap quality. smell r taste nei,51,0
jemon ta dekhci temon e paici tnx to seller.,44,1
It’s good and reasonable for the price,38,1
ata vlo,7,1
"NOT BAD.BUT MONE HOSSHE BESHI VALO HOBE NAH...HOPE IT WORKS WELL IN SHA ALLAH..!!!
SIDE EFFECTS NA THAKLEI HOY💥💥💥💥",114,0
khubi baje prod!! keu neben na 🚫,32,0
Daraz ekhon amar blacklist e.,29,0
Valo na ekdom valona moteo Valo na khasta Valo na onek valo na,62,0
allhamdullah onek valo product . jemon ta cheachi thik temon. ami khusi,71,1
jemon ta chaisilam temon e paisi onek vlo sobai nite paren,58,1
"khuboi valo product, kom daame peyechi, free te druto delivery peyechi.",71,1
Seller er honesty zero. Pura bepar ta fraud.,44,0
The material feels cheap and flimsy.,36,0
toy ashlo broken condition e!! child safety niye daraz serious hoa uchit,72,0
"Ami onek din dhore Daraz er customer, kintu erom experience age hoy nai.",72,0
the counting part is neither friendly nor easy to use.,54,0
Akhon theke dokane giye kinbo. Online e trust nai.,50,0
"valoi mone hocche, clear shuna jay. charge o valoi thake. dam tulonay valo product.",83,1
good Thank you,14,1
Good Products. best sarvice daraz..,35,1
sounds quality and charge backup just wow,41,1
peyechi kintu ekhono babohaar korini.,37,1
"Bhai Original Air birds ,,, ajk hata pailam . seller bai k thanks sound quality o vhalo 🖤
price onek kom 
keo chaila Nita paren",127,1
valo nite paren✅,16,1
"pelam within very short time, Let's see before used",51,1
skipping rope handle 3 din e break kore gelo. cheap plastic,59,0
Allhamdulillah Valo product sobaai nite paren❤️,47,1
Any 3 store e 1 kg matro 95 tk kore lagche.  Sathe free delivery.,65,1
A good & average face wash for men with a lower price and good fragrance. Cleanse good. But it can't clean deeply and can't exfoliate the pores. You can get instant freshness and a little bit of glowing skin for a while. Slightly recommended.,242,1
"Open box delivery, security nai.",32,0
boxing gloves stitching loose hoye gece already. quality poor,61,0
Ami jantam na Daraz e erom faltu jinish o beche.,48,0
"overall very good, best around 1000tk budget. sound s above average. lows are bit on downstairs. though app is here to save you. battery backup is amazing. easy 30+ hours at mid vol. vibration feature is also useful. overall 7/10. win win situation.",249,1
It was good experience to purchase from the seller.,51,1
delivery man was so good as so  the product,43,1
board game rules clear!! family te onek enjoy korsi. recommended 🎲,66,1
"ei baar daamt ektu besi niyeche, jinish valo i, ageo niyechi.",61,1
"valoi, onek baar niyechi, shob shomoyo valoi pere.",50,1
"Packaging valo chilo, product o valoi peyechi.",46,1
thank you daraz,15,1
"product is good, but 1 ta packet chira chilo",44,0
facewash ta Alhamdulillah onek valo paisi. Apricot seeds deya ase. Valoi mone hocce skin ta bright kore . Recommended,117,1
Product e ekta strange smell. Use kora impossible.,50,0
Seller misguide koreche. Wrong info about product.,50,0
"perfect, khubi valo product keu caile nite paren",48,1
product ta khub joldi peyechi .. 26 sal projonto meyad jemon ti dekhcji temon e peyechi,87,1
valo product ageo nicilam.. sathe gift o pelam,46,1
My experience with Daraz keeps getting worse.,45,0
Exp Date 2028 ....tnx,21,1
ashol e sottyi khub valo ekti product. ami khub shontusto. chaile sabai nite paren.,83,1
baje product. dui minute pore nosto hoye geche.,47,0
vlo,3,1
Not bad at all considering the pricing & build quality! Authentic product. Really liking it.,92,0
100ml packet kintu 50ml er daame bikri hocche. ashole packet ta ardhek khali!! hatashot na karon jaader joto deoar ichha toto e paben,133,0
Powder ta Ektu normal Mone hocche date over erokom type er,58,0
"Picture e brand name chilo, hate pele generic.",46,0
sneaker quality surprisingly good for this price!! sole strong ache,67,1
"use kore dekhlam khub valo ekta product, apnara nite pareb sovai.",65,1
packaging material waste!! onek unnecessary plastic use kore daraz,66,0
wow nice product just awesome and perfect,41,1
100 % quality full product. I got good results after seven days of use.,71,1
"Picture e dekhechilam branded, haat e peye dekhi local.",55,0
"dami earPods newar icha chilo. free voucher delivery te matro 387 takaay order diyechilam. khub ekta expectation chilo na. kintu hatey paoar por ebong koyek din babohaar er por puro mugdho hoye ggechi. premium quality boxing, sound quality valo. buds e chaar ghontar moto backup. shob miliye shontushto. value for money. dhonnobad seller ke.",341,1
"facewash ta patla + onek ta nile fena hoy na keno jani! moisturizer ta kaj kore, face smooth thake kintu fena hoy keno na shetai problem. fena na hole issue nai nite paren. daraz theke onek bash kheyechi 🥲",205,0
quality ato bhalo na,20,0
kom dame ekta detergent powder peyechi. kapor kmn poriskar hoi jani na tobe asha kori valo hobe.nice product.,109,1
face wash ta khub gentle!! skin ektu soft feel hocce. satisfied,63,1
"Eta shudhu disappointment na, eta fraud.",40,0
"This product is useless, zero value.",36,0
Amar jibone erom bekar product kinini.,38,0
Daraz er services din din bekar hocche.,39,0
upore sob to thik e ase vitore mal kom hawa beshi baki use korar por dekha jabe,79,0
"onek valo maaner ponno, apnara chaile nite paren, thank you seller.",67,1
onek valo sobai nite paren kono kotha nai ekdom sei Alhamdulillah ❤️‍🩹,70,1
sauce ta onek spicy!! description e medium likhchilo. misleading,64,0
"very nice also delivery time 

I think Daraz should go ahead with customer commitment",85,1
"ami cheyechi airport 2 gen, amake diyeche TWS. ei daame ami loss kheyechi.",74,0
Screen resolution kharap. Chobi fete jay.,41,0
facewash ta vlo packaging o vlo delivery within 3 days outside dhaka,68,1
brush ta khubi valo.onek soft.fast delivered.10/10,50,1
pekejing sundor akhono use kra hyni use kore abaro review dibo insallah,71,0
"very good item, thanks to daraz for give me the best product.",61,1
daam ektu beshi.,16,0
product te asolaw valo.  use kore review decce caile apnara nete paren. trusted page. but wather proof hobe kina jani na ba koto toko wather theke bachabe jani na.,163,1
prod original thikthak bt 1ta packet fete shob ber hoye gece!! jinis valo nite paren bt neowar shomoy khule dekhe neben. 1ta ekdom ber hoye gece. return korte cheyechilam bt keu ashe ni abhi porzonto 😒,201,0
Mal Valo paya chi ja rokom daka chelam,38,1
Picture a jaita dekci oi ta dan ni,34,0
product ok bt smell ta kharap. naya product er smell er moto na,63,0
"Shob photo editing er karshaji, original product puro bemanan.",62,0
Daraz thke r knbo Na kokhno,27,0
ata khoub valo selo meyad bese assay,36,1
"If Daraz cannot maintain quality, then why bother?",50,0
good product according to the price,35,1
"Product ta gola, dust joma. Old stock pathiyeche.",49,0
"Light ta khub dim, shokto kaje kono help kore na.",49,0
Ekta button kaj kore na. Defective.,35,0
5-star review-er jonno onek onek thanks! Offer thakbe – abar visit korben! ❤️,77,1
paint set colors ektu fade type. bright colors expected chilo,61,0
the product is good. I ordered black but they give me blue,58,0
131 taka. khub valo mone hochhe. kaj korche valoi. aalo ghore.,62,1
face scrub ta boro harsh!! skin red hoye gece. for sensitive skin nooo,70,0
"disturb kore charge thake shimito, 40-45 minute. review dekhe niyechilam. bam pasher ta sound atke atke pore, bam pasher ta valo na.",132,0
"alhamdulillah jinishTa onek valo, apnara chaile nite paren.",59,1
ekdom aaje prod!! faltu 😡 onek chhoto + beat box 4 din er moddhe nosto hoye gece,80,0
"package chhera chilo!! baje vabe packet kora chilo. prod quality valo, shobai nite paren",88,0
Product valo chilo. Thanks to the seller. Face wash ta instant bright kore and face er excess oil remove kore. Amar vaiyer jonno niyechilam. Sha pochondo koreche. Thanks to Daraz Bangladesh.,190,1
BALO QUALITY,12,1
vlo sobai nity paren,20,1
"Kine jodi pashchatap korte hoy, tahole kinar mane ki?",53,0
thik thak silo,14,1
duniyate mone hoy eer theke baje kono facewash nei!! pura taka ta loss 😡,72,0
batpar daraz sompurno product dao na,36,1
Mone hoy Daraz ar bhalo product beche na.,41,0
dam hisebe vlo diyece,21,1
"faltu seller!! 1 powder + 2 sabon 6tk er order korechilam, diyeche 2 sabon + 1 powder. daraz e refund complaint korar pore 3ta sabon er taka firt diyeche bt 1ta painai. purai faltu seller. jara neben anboxing er shomoy video korben 😡",233,0
"daam onujayi thik ache bt dhakna laga te ektu kosto hoy, kemon jano ektu fake feel. jara kinben bujhe shune neben!! 1ta facewash er dhakna karon chara e venge gece 😒",165,0
"product er shomoshya ekTai. ek bud kaaj kore, aarekTa kaaj kore na.",67,0
Daraz er quality department ghumiye ache naki?,46,0
goddd product😊💗💖💝,17,1
This product was amazing. Product quality top- notch.,53,1
kitchen rack quality sturdy!! utensils soja organize korte parcilam,67,1
Alhamdulilllah 2ta products ordr korechi khubiy valo,52,1
Gift deyar moto na. Ami lajja pabo.,35,0
hatey peyechi. ekhon daraz er product maan ager cheye onek kharap hoye jacche😡😡😡,80,0
"8/10  motamoti... 
cholar moto thik asa...",42,1
Use kore then review dicci valo chilo better quality 💗,54,1
"Chala dar jonno vhalo 
chaila neta paran 
expire date o onk din ar asa",70,1
"looking awesome & best quality of authentic product... packaging is the best... 
recommended.. after using video in Shahraanishah at fb or yt",141,1
2nd time order dilam face wash ta khub ee  valo,47,1
quality Valo chaile nite paren sobai,36,1
ekdom baje!! 0/10 😡,19,0
onk chip Marka products. mony hoy melay 50 TK Kore sell kore oy taupe. facial korle korle Kono fena hoy na r Kono improve bojha Jai na . sampo moto mone hoy,156,0
"Money back guarantee chilo, kintu ami pabo na.",46,0
Good buy with cheap rates 😉 happy shopping,42,1
"product photo r actual product er modhye heaven-earth difference!! photo te premium, hatey peyechi plastic toy quality",118,0
"babohaar korchi, kharap na, motamuti val.",41,1
Very nice product. Please enter at least 30 character to get 100 coin ☺️,72,1
location onujayi delivery deoa hoy na keno?,43,0
products ta dekhe mone hoitase original akon use kortesi pore review debo,73,0
Hm jinis ta valo but jei colour caici oita dey nai,50,0
shotti darun product! delivery khub druto chilo ebong packingo chomothkar chilo. daraz er shathe amar prothom onubhob shotti osadharon. dhonnobad daraz. shobar jonno highly recommended!,185,1
"1 . dekle mone hoy Vitor ta Khali Khali
2. fena hoy naaa 
3 . porimane besi lage
4. thank you apnader SOMOY er Jonno",116,0
smelta khub ekta valo na.,25,0
ki ar rivew dibo discount pailam nia nilam,42,1
"Sound quality ato kharap je gola shuni na. Speaker na, speaker er khosa.",72,0
"valo, motamuti, apnara chaile nite paren.",41,1
not good don't buy if your money is important to you,52,0
bhai prod pailam nai kintu dekhacche delivery hoye gece!! parcel gelo koi?? ki problem 😕,88,0
after 8 days i pick my oder. i oder black but came orange coloure. i masage seeler but he didn’t' replay me..... but handgriper is good.,136,0
good kom dam a payechi nita paren recommended,45,1
sei vlo,7,1
"Good Product, Nice Fragrance, Receive In Well Condition, Very Fast Delivery, Thanks To The Seller & Daraz.",106,1
valo.baccha pochondo korche. but chobi te jei item gula ache oigula same to same nai,84,0
"facewash ta eto valo na... 
use korar por kono change nai..pimple o jay na",74,0
Daraz theke ar kichu asha kori na.,34,0
good product according to price,31,1
coil ta valoi...kom price e peyechi...thanks,44,1
xoss❤️❤️,8,1
eto kharap hobe vabinai!! secondhand maal maybe. tarer 1 side problem + onek jaygay ghosa maja er dag. sound quality last bar er moto bt halka,142,0
"Dam kom chilo, kintu jinish puro bekar.",39,0
Kono kaje lagbe na ei product.,30,0
Daraz full of fraud sellers.,28,0
"Money back guarantee chilo, kintu ekhon kichu bujhi na.",55,0
storage box quality durable!! lid o tight. satisfied with purchase,66,1
"products perfect ✅ 
Delivery time and delivery man r behavior 10/10

but black colour order korechilam black colour dey ni
even message r response nei seller r ❌",161,1
valo ..shobai use krte pre. .,29,1
"onek sundor ekta product, amar khub pochhhond hoyeche.",54,1
"ekebore baje!! 4ta kinle 1ta gift deowar kotha, kintu sei ta dey nai!! 😡",72,0
Original facewash and got at a low price,40,1
1 packet er mrp 70tk kintu daraz e 2 packet 320tk mane proti packet 160tk mrp dekhiye 68% discount e bikri kore protorana korche.,129,0
product ta bhalo apnara chaile kinte paren apnader pimples dur korer jonno.,75,1
Packaging was good. Overall product is good. Smell is new but it’s okay I will get used to it.,94,1
"1ta kan nosto!! review valo dekhe nisilam. charging cable o deyni!! nosto taka dei nai, prod nosto keno?? seller ki steps nebo dekhi",132,0
shaar apnake onek dhonnobad sundor review deoar jonno❤️❤️❤️❤️,61,1
kom dame valo jinis. tobe ektu boro bacchar jonno temon effective na.,69,1
Ami ei purchase er against e.,29,0
"Product shob chobite jemon, real e pura alada.",46,0
motamuti valoi kintu daamt mone hochhe tulonamulokvabe beshi.,61,0
valo💜,5,1
"Cheap quality 🤮
2 din a e nosto hoye gese.
Waste of money",57,0
"alhamdulillah hatey pelam. onek khon chaliye dekhlam, kom takar bhitore valoi ache. dhonnobad daraz.",100,1
"dhonnobad daraz ebong seller ke ami jemon cheyechi temon deoar jonno. abar o order dilam, ekhono ashe ni.",105,1
"Installation manual ta puro Hindi/Chinese e likha, English e kichu bujhi na.",76,0
product receive korte giye dekhi parcel already khola!! anboxed condition e dise. ekdom unacceptable 😡,102,0
Valoi ache.🙂,12,1
"eto kom dam e eto joss ekta product...😍
i loved it...ei niye 5kg newa hoice..aro 2kg order dewa ache..onk din meyad o ache..dhonnobad seller and daraz k..",154,1
"the quality wasn't good, the sound system wasn't working at all😣😣😣",66,1
1 din er modde akta spiker nosto,32,0
Daraz e keno erokom cheap product beche?,40,0
daraz app navigation boro easy!! find kora easy products. smooth experience,75,1
packaging ar kheal korte hobe!! detergent 1ta chhire gece. ei rokom hole customer er loss hobe 😒,96,0
"ei coilta onek valo, apnara sabai janen, ami o thik moto peyechi, seller ke dhonnobad.",86,1
"ei prothom daraz theke product nie protorito holam, kharap laglo. ekdom baje product diyeche ar vanga.",102,0
Very good product. I satisfied this person. Delivery man is also a good person. Very good product✨✨✨,100,1
received in good condition..vlo jinish,38,1
✅✅🥳🥳Good product in lo bujet. thanks daraj seller best of best Good products ✅✅🥳🥳but delivery to leat so Rong❌❌🤬🤬,113,1
fabric soft ache bt stitching quality khub kharap. 1st wash e tore gelo,71,0
"Motamuti Tamon vlo o na Abr KHUB baje O Na"" Choloman.",53,0
Product onek heavy. Haate dhorte pari na.,41,0
Seller ekta fraude.,19,0
the item seems good,19,1
onek valo product,17,1
osadharon,9,1
" late delevary diyace...
",25,0
good according to the price,27,1
ok..very good product at this price..,37,1
very gd products iam satisfied with products quality,52,1
product motamuti valo but not satisfied with the seller. karon seller Amar Kono message eri reply day ni just seen kore gese. keno vai apnar reply dite somossa ki r seller ke black colour dite bolsila Ekta Kotha o sune ni idiot.,228,0
"3 din age ekbar order kircilam, valo laglo tai abar order korlam.",65,1
khoob Bhalo product chilo. seller bhai khov Bhalo.,50,1
Seller er kotha bolar dhoron khub kharap.,41,0
Alhamdulillha received it in 20 hours. All product's quality are very good☺️.Also the delivery man's behavior is very good.I request Daraz all necessary items should be in stocks.,179,1
"Just After using This Brightening licorice face wash my nephew's face skin feels so light and velvety soft smooth, and it's lovely aromatic scent is just wow, love it 🫠 I both this men face wash for my nephew and he just love it 💖",230,1
daam onujayi jinish valo.,25,1
"When I received it, I was heartbroken as there was no keyboard with it. but now, using it with my Honor Pad X7 via Bluetooth , I am impressed. It comes with a usb dongle which I don't need to use at the moment. It also supports WIFI 2.4G. It's a wonderful gadget. I would be very happy If I could have the keyboard along with it as a pair.",339,0
"good to see,how it performs that is the matter",46,1
"delivery man valo chilo, products sob tik ase but derite paisi, sobay nite paren,",81,1
orginal product and two mini hair oil free,42,1
"tnx daraz, purchase + delivery te valo service peyechi. bt oraimo neckband lite te ENC feature er kotha ache kintu shada nig band er motoi mone hocche, ENC kaj kore na 😒",169,0
Kichu bolar nai valoi kharap na onek nichi 2 yr e,49,1
dam hishebe onk premium feel korben... recommended,50,1
Packing was good. Delivery was also fast. Delivery man was also showing his patience. Wishing you Good luck!,108,1
sundor r onk soft,17,1
valoi hoyto  nite paren apnara sobai,36,1
packaging onk valo chilo product tao thik thak peyechi date o lomba ache 2027 shal obdi overall very good,105,1
"Courier service too bad. Packet chira, jinish ber hoye geche.",61,0
fast delivery. cheaper price than market. nice packaging. delivery system was too good. delivery Man behavior is also very good.  everything is ok. thanks.,155,1
kaporer smell onek kharap. dry clean korte hobe sure,52,0
onek sundor...😍😍😍😍,18,1
 tobe chole kono rokom.,23,0
Wrong item pathiyeche. Keno?,28,0
Alhamdulillah valo,18,1
"Valoi ase powderta, Apnara chaile try korte paren 👍",51,1
Rong uthe geche. 1 day use. Horrible.,37,0
"Jibone konodin Daraz theke r kichu kinbo na, promise!",53,0
khubi nimno maner,17,0
"Hotash, ekdom hotash. Kichu bolar nai.",38,0
Onak valo akte kapor dhoar poudar chaila apnara sobi neta paren,63,1
eto baje packaging. shob nosto hoye giyeche. Very bad packaging.,64,0
It so good bro,14,1
onek valo ekta product.,23,1
"Onek din pore order receive korlam, ar dekhi product ta broken.",63,0
cycle helmet child er size e fit kore nai. size chart misleading,64,0
"using, don't know how much longer it will last",46,1
Charge thakena,14,0
Delivery boy ruder chilo. Packet chireche.,42,0
"smell ta boro kharap, chemical er moto!! mukhe deoar 5 min e burning feel hocche. skin irritation shuru hoye gece 😨",115,0
"Alhamdulillah blo cilo,💯🙂",25,1
valoi kharap na kintu expensive 🥲,33,1
Good service and good product thank you all💋,44,1
Khub disappointed. Amar expectations er theke onek niche quality.,65,0
onk balo,8,1
Daraz er QC team ki kore? Ghumiye ache?,39,0
ekdom baje!! charger chara headphone dey kivabe?? pkg kore ja se dekhsune korbe na? eto baje lagche bhai 😤,106,0
lombar product.,15,0
Got the exact product tnx to seller,35,1
"Satisfied with the product,Fast delivery",40,1
"perfume bottle ashe nai, just liquid ashe bag e. packaging zero",63,0
eyeliner tip broken condition e ashlo. poorly packed,52,0
missing parts ... not same as picture ... house module 3 ta dekhtesi picture a ... ekahne ache duita ... and kichu tile missing,127,0
"coilta valoi karyokori. mosha thake na, ar dhowao kom.",54,1
"zip ta 1st use e atek gelo!! 800tk er bag, 1 din use korte pari ni. seller reply dey na. money gone 😡",101,0
2 weeks dhore use korchi valo produt chaile nite paren🤍,55,1
poriman lagche beshi + dekhen arcthek i nei vitore!! dhoka dicche customer der 😡,80,0
aikane ghor dekano hoise 3ta kintu dewa hoise 2 ta ata tik noy,62,0
Ekdom bekar product. Ami reject kori.,37,0
storybook illustrations beautiful!! child r raat e ghum ashe na parar age 😄,75,1
"hatey pailam, babohaar kore bujha jabe ki rokom.",48,1
"sound quality valo,cable ta motamoti valoi hard",47,1
Daraz app uninstall korbo. Kono kajer na.,41,0
"original product 
apnara nete paren 
performance just wow",57,1
the product was good and delivery was also good value for money.. delivery man was patience and helpful,103,1
"ekta screw missing chilo, product assemble korte parlam na!! seller ke bolsi, bole na jani na. pathetic",103,0
ami vabteo pari nai je eto valo hobe ..alhamdulillah .je colour bolechi oi colour paisi..2 diner modhe delivery paisi ..seller 100% trusted..apnara jara nite chan nite paren ..ei bajet e best ekta neckbend...delivery man o valo chilo.sob mile 100/100,250,1
89 takay niyechilam per piece... best products... but packaging not good.,73,0
Ei jinish kine jiboner shobcheye boro mistake korlam. Taka nosto.,65,0
"khub baje product 
nosto light diye amy",39,0
"product bes valo 
packing sundor silo 
delivery fast peyesi 
Thanks seller k",76,1
Same product peyechi,20,1
valoi.... kharap na,19,1
"charge thake na ekdom🥺 ar shob thikoi ache, daam hisabe.",56,0
valo prod. bt prob ta holo valo review dile daam bariey dey!! ekta shomossha 😒,78,0
ekdom baje ponno!! charge deowar kichhu nei 😡,45,0
ami atho dam diye nichi akon on hoy na charg dekay kintu on hoy na,66,0
Excellent 👌🏻 Product 190 Tk r best products,43,1
malta valo ace,14,1
parcel er obostha ekdam baje. dekhe monehobe parcel er kono care kora hoy ni.,77,0
"Weight onek beshi, niye jete o shomoshya.",41,0
"seller genuine prod diyeche tnx!! bt daraz er uchit delivery company niye sotorok thaka!! paperfly ekdom baje courier, shobsomoy late kore + delivery ultopalto vabe dey 😤 prod niye complaint nei, date 2027 porzonto, sabai nite paren",232,0
alhamdulillah hate pailam bakita bebohar kore buja jabe.,56,1
thank you sir.ato sundor akta review deor jonno,47,1
Vibration onek beshi. Use korte uncomfortable.,46,0
jemonta order korsi temonta deyni!! baje prod. roja mas kichhu bolte o parchhina. takar chulokayi thakle nite paren 😒,117,0
Not bad vloi price hisabe.,26,1
Valo silo but jhamela ase kew na kinle valo hobe,48,0
gripper ta onek valo chaile apnara nite paren,45,1
"Product ta notun na, used product pathiyeche. Ekdom scratch chilo.",66,0
Good quality nite paren,23,1
Dekhe valoi mone holo....Use korar por bujajabe....,51,0
hoodie ta soft and warm!! exactly what i needed for winter. lovee it 💕,70,1
Customer loyality Daraz er nai.,31,0
rating system manipulate kora hoy mone hoy!! fake reviews boro beshi,68,0
"order korechilam white, diyeche off-white. noticeable difference ache",69,0
Ei product diye ami ki korbo? Kono kajer na.,44,0
"Quality khub valo,original product",34,1
Seller pura dhokabaj Fraud company.,35,0
"smell is good, fan of this product for last few months",54,1
juice bottle leaking chilo!! half waste hoye gelo already,57,0
"Good product perfectly warking.
Thanks.",39,1
1 kg 100 takay paichi.. 3 ta order diyechilam free delevari carg .....,70,1
Alhamdulillah jemon chaichi temom e paichi thanks,49,1
leak hoye ber hoye gece!! 😤,27,0
Good quality product. The finishing is perfect.,47,1
Very Good According to the price.,33,1
"Packaging ta baja..2 jaygay fata pora gaca akn...babohar kora dakhi kmn hoy. 
packaging ta aro valo korta hoba..",112,0
Original product bole duplicate pathiyeche. Barcode o scan hoy na. Cheater!,75,0
Return policy ta ato jhamelar je mone hocche jinish ta phelai diye notun kinbo.,79,0
akhono use kore dekha hoy nai. ajke hate pelam.,47,1
"Total 120 taka legeche, bhaloy ei price range e, gaye price tag deya chilo 190 and expire date o enough. there is a kintu! which is seal kora chilo na sathe mone hoyeche onek tai faka, jemon ki ekta theke ordhek kore onno arek tai load kora hoyche emon.",253,1
khub valo product and dam o onk kom.. r date ache 2026 years porjonto.. khub fast delivery asche.. tnq eto taratari delivery deyar jonno..,138,1
Review system ta puro bekar. Daraz er shob jhoot.,49,0
hotat kaj kore na,17,0
jacket er zipper 2nd week e atek gelo. poor finishing quality daraz seller,74,0
trash can lid hinge 1st week e loose hoye gelo,46,0
khub valo. khub sundor.,23,1
"Ami ekhon ki korbo bujhte parchi na. Jinish ta o bekar, taka o gelo.",68,0
Mone hoy Daraz ar bhalo product beche na.,41,0
This product is excellent — easy to use. It exceeded my expectations and offers great value for money. Highly recommended to everyone!,134,1
alhamdulillah  jemon vabsi temon paisi sukria 🥰,47,1
Bulb 2ta ash bar kota ashse ak ta ta o fata dibar kota tader disen pin er asudami koro ni manush ki free te nay tk lage na nite naki,132,1
alhamdulillah khub sundor products.,35,1
"alhamdulillah i m satisfied i recommended everyone, thanks seller and daraz.",76,1
the airdods sound is very good Apnara chaile nite paren,55,1
"bhai ki eta? eto durnoiti keno koren. keo neben na, valo na. box vori korar jonno lohar tukra diyeche. taka apacho na korte chaile keo neben na. faltu.",151,0
product ta vlo chilo,20,1
akdom vlona ami 3 din ar besi chalaile pari nai,47,0
"it's a good product, I can also recommend for other people",58,1
Ami ato frustrated je chichabochcha korte ichcha korche.,56,0
saree color fast!!! 1st wash e r color ja berolo pani r shathe. waste,69,0
Ami Daraz app uninstall korbo. Ei bepar er pore.,48,0
best .... literally unbelievable at this price..,48,1
amar ponno ta ekhono hatey pai nai. seller ke SMS dicchi kono reply pacchi na. delivery man er number e call dicchi kintu call jacche na. emon hole ki daraz theke order kora jabe?,179,0
good product. sovai nite paren,30,1
onek vlo ekta product ar selar vai onek vlo first delivery,58,1
Product Onk vlo sound quality onk vlo,37,1
"original product nah,,",22,0
"Order number ta diyechilam, kintu order tracking kaj kore na.",61,0
kharap prod diyeche!! tube er vitore arthek i nei 😒,51,0
thank you sir.ato sundor akta review deor jonno,47,1
samne bar wheel powder gulo ektu valo vabe den!! ei baar wheel fete shob parcel er jinis nosto hoye gece 😡,106,0
Don't recommend this product to anyone.,39,0
fake product!! description e likhche original kintu diche local copy. report korbo,82,0
100% working sound and mic duitai vhalo kaj kortese. Thanks.,60,1
Good looking tube and best face wash for this price,51,1
Alhamdulillah product quality jotheso valo. price onek kom pore. recommended.,77,1
Sound quality isn't as good as I expected. I have to use a equalizer for a better experience.,93,1
thank you sir ato sundor akta review deor jonno,47,1
hair oil ta use kore scalp e onek itching. formula agree korce na,65,0
"What a products, Nice products, wonderful",41,1
"good product,,  nite paren,  ata amar 2nd time.neya",51,1
"products Quality Is Very God,,,And Smell Also Very Nice",55,1
Keno Daraz erokom seller der rakhe?,35,0
Ami Daraz e khoroch kora shob takar jonno regret korchi.,56,0
cheap but okayish type of product would recommend buying it though.,67,1
Khub fragile. Bhanga-churar voy.,32,0
"Jodi taka ferot na pai, tahole complaint korbo.",47,0
Daraz didn’t provide the free gift with these delivery items... But all looks good.,83,1
valo chilo......3 ta eksathe niyechi...delivery charge lage ni...sathe abar discount o chilo....,96,1
Gorom hoye jay khub taratari. Use kora dangerous.,49,0
kurta boro nice!! moner moto peyechi. fabric o comfortable. recommended,71,1
ALHAMDULILLAH..qwt,18,1
"cheyechilam kalo, diyechen lal!! delivery o thik jaygay ashe ni, ami agiye porte hoyeche. ei prothom erokom holo 😒",114,0
asholeo khub valo akta product. Daraz ke Dhonnobad 50% Discount dewar jonno.Recommended,87,1
"Order kora jinish na, onno kichu pathiyeche.",44,0
Original bole duplicate diyeche. My bad for trusting.,53,0
"Jara bhalo review diyeche, tara shob jhoot.",43,0
wall clock design gorgeous!! boro elegant. battery includedoo 🎉,63,1
Thanks a lot! Erokom valo support amader chirodin inspire kore. Asha kori abar niben! 💫,87,1
alhamdulillah vhalo..ageo niyeci akhon abar nilam,49,1
"ekTa chole, ar ekTa chole na.",29,0
Return process er name e shudhu harassment.,43,0
product ta ekdom duplicate!! box e original likhse bt vitore local copy. daam o onek beshi niyeche. seller k report korbo,121,0
thank you sir.ato sundor akta review deor jonno,47,1
"Rong dekhechilam ek, esheche arek. Eta ki Daraz?",48,0
thank you sir.ato sundor akta review deor jonno,47,1
"this product is good,, thanks for seller & daraz both.",54,1
"valo na. mosha maranoto duurer kotha, room theke jayoo na.",58,0
counter ta niye chilam alhamdulillah valo porse,47,1
"ei juger speaker e bluetooth system nei, hatashojanak + hashyokhor!! kinar por ekebore hotobbak hoye gelam 😤",108,0
"Chobi te boro dekhiyeche, real e choto toy.",43,0
"soft ache,nite paren",20,1
"Review shob fake, nijer experience alada.",41,0
chair ashlo screws missing!! assembly possible na. return korbo,63,0
😍😍 Valo,7,1
Product broke without any reason.,33,0
chocolate melt hoye ashlo!! box er modhye refrigeration dorkar chilo,68,0
Mashallah onake valo.use kora review delem,42,1
I got what I wanted and this product is good.,45,1
"coilta onek valo, jalale mosha thake na.",40,1
