sentence,char_count
dam hishebe valooo। tb prchnd jore shbd h,41
it onek vlo ami etike pete 3 din legechhe,41
"Combs 4 pich r 1 tao deni, eta no kotha!",40
"oandarphul, valoi kaj krtechhe। tnx।",39
bdt onujai motamuti bad nah chole bhaloi,40
vlo ace jodi chao sbai nite paro bhalo ache,39
"ei dame valooo trimar all niye paren,,,",39
eta chole nah valooo na aami return debo nat,39
pnjta onk vlo apnara caile nite paren,40
kicu day use kore review dilam khb bhal,40
"ank bhal ek ta timar ❤️❤️
thx daraz",39
khubi valooo quality er mesin ar chrg bhaloi ja,39
average bhal nite paro vlo prod,39
"phikst chrg hole vlo hto
e price e best",40
jinish ta valooo। awesome। sobai nite paren,39
ajkei hate pelam prodaktti ank bhal।,39
bebahar kre dekhi tarpr blbo kemn hechhe।,39
alhamdulillah bhalo। apnra caile paren,39
"sundr work krtechhe ,pjaking ta bhal silo।",39
e dame shudu matr darajei smvb। shera।,39
💞khb valo ek ti prodact hate pelaam 🥀,37
ank sundor  anek sundor chul kate🌹🌹,36
masallah 3 ta prdaktei  vlo peechhi,38
"ank valooo meshin, seller re onnk thx,",38
kata meshin ami nimne  tar bsh to buy,37
dam onujai valooo chaile niye paren । 🤍,37
onnk vlo product khb fast peyechi।,38
dm hisabe anek vlo apnaro niye paro,37
eta onek bhalo chaile apnarao niye paro,38
daam hisabe onnk valo peechhi ❤️❤️❤️❤️❤️,38
osmvb bhalo chokh buje nite paro apnra,38
valo ek ti jinish but aamar valooo lagena,38
300 taka considering jinisti ank bhalo ☺️,36
timar ta valo। tai apnra niye paro।,37
amake size coto b krar kit deoa hni,37
"chrg stays but chul kate naa, khubi butha",37
hand e peechhi matr still bebohar krini,36
alhdlh daam onujai sthik ponno!,37
"bat puratn, ekbar sev kora jay ।",37
kom price e othentik prod rikmended,37
ovarl valo ache। dekhi kekdin iuj kre।,37
alhamdulillah thikthak pichi time mt,37
"dam considering bhaloi ace 
all nite paro",37
bebahar krar after bla jabe kemn chole 😐,36
onnk bhlo nite paro apnar niye paren,37
alhmdu onnk bhalo ekti potak,35
daam according to product ank vlo। 😊,35
"jinish ato smuth naa।
like that bhal lageni।",36
alhmdu vlo prod paisi,35
alhdlh bhaloi bsh shbd kore na,36
alhmdu onk vlo eto kom price e,35
daam onujai ank vlo tiumar thx,35
ank bhlo thnks daraz delivery tim,36
"dam onujai valoi, pkg valo cilo",36
dam onujaj prodact gulo khub e valooo,36
alhdlh motamuti bhlo ace eta,36
charjer bjakap ta ok mne hosse na,35
"bhalo ace, 305tk prchhe। e dame best।",35
"shob tk ache

apnra caile niye paro",35
valoi running battery khola jachchhe naa,34
alhmdu prdaktti kub bhlo।,35
prodaktta vlo caile niye paren,33
alhamdulillah kub valo product,33
alhamdulillah dam as khb bhlo,34
emon seen temni peyechi thnks।,34
less dame khub e bhal ekta trimar।।।,33
ordr dijechhi ekta aschhe and ek ta,32
alhamdulillah ja chaichhi so paise,33
chhbir sngge prdt r mil naai।,32
khb druto dlvry peechhi 👍👍👍,29
"jinsh ta valo 
tnx daraz ke",31
chalui h naa। totally chrg dea।😡,30
prodtai ok ache।sbai nite paren।,31
mal valo tobe chrg noshto pdchhe,31
valoi u all jodi chao nite paro,29
onek shundor tnx drz ke,28
it khub bhalo nite paro sobai,28
"good 
kom price e ank bhlo ponno",28
handle 3 din e loose hoye gelo.. ei quality r cookware use korle accident hbe.. dangerous product,97
kom dame bhlo product peechhi,29
price onujai podakt valooo ache,28
"asadharn ponno, ekktha amazing",28
trimarti onek pochondo hoyeche।,28
vlo ace koaliti besh valoi।,28
anek valo | nite paro sbai,27
chul katar jonno uttm madhjm,27
prntib average valo ace ।,27
ei pnjer issue he gechhe।,26
oneke bhlo sobai nite paro,26
onk vlo jodi chao niye paren,26
hate peechhi। ekon dekha jak।,26
tuktak kajer jonno best ❤️,26
bhalo qlt badate hobe,26
alhamdulillah‌ nek valo,25
non-stick coating 1st use e uthe asto laglo.. food e mixed hoye gelo.. health risk ache ei product e,100
alhmdu vlo ace।,24
prodaktta valooo peychi,24
avg valo nite paro,24
valo ache price hisabe valo,24
alhdlh onek valooo,24
jinish hate peechhi। bhalo,22
average valo prdt,23
prdati schhta valo item,23
bhalo jinsh olp taka🫡,22
vlo niye paro 🥰🥰🥰,19
khubi valo ek ta podakt,22
price according to bhal ❤️❤️,22
bhal peechhi।  thx,21
fraud puratn bjatari,22
chrg beshikshn thake nah,22
prodaktti bhalo❤️❤️❤️,22
amar kachhe bhlo legechhe,21
bhaloi cilo prdaktta,20
alhamdulillah valooo,19
khb sundr prdt,20
alhamdulillah bhlo,19
mashallah onk bhal,19
bdt according to thikthak,20
ank valooo nite paro,20
it motamuti valooo,17
prdt ta noshto,17
prob charg hna,17
chhbir mtoi peechhi,16
daam onujai vlo,16
ek ktha oshadharon,15
bhalo to buy paro,16
koaliti valoi,14
bhalo niye paro,15
motamuti vlo।,14
valo khubi valo,14
amazing shundor,14
kub bhalo hichhe,13
onk shundor,11
meshin vlo,10
valooo chilo☺️,10
sob thikthak,9
kub valooo,8
khub valooo,8
bhalo ache,8
khub e vlo,9
khb worst,8
bhaloi।,6
"dekhaichhe ek stail dicche arek stail।chhbite charjing sistem kemn ar gave kemn?🙄
 15-20 minute chole phul chrg e, bhaloi ache motamuti। bat chhbir sathe mil pai naai।",153
"bkser gae lekha charjing methd: USB charging. but khule dekhlam eita batt sistem। jak ei prjnt ok chilo। 
but bjatarir mathar dike pastik chhea। uprer patta pe ja ja obstha। jekono sm pe will go। 
eita asha kori nai। 😢",228
"kichhukshn ago product hand e pelam। chalije dekhlam khrp mone hjni bhaloi lagchhe। eksathe tinta ordr dijechhilam r inside ek ta charjing sistem iuesbi charjing r  dije dicche। baki duto emon dekhechhilam temni gave but jegulo ekstra charger sh duita his/her inside ektite dui ghntar odhik tme hje gel ekhno red dekhachchhe,ekon kivabe bujhb eta chrg phul hoyeche kina।charge phul hje gele charjare color ta lal theke ki onj kon kalare jabe naki lit nive will go। ar iu es bi charjing port er je ekti diyeche setir ek ti shomossha amar kachhe mne hocche je jodi ekbar battery bad hje jay then bjatari r  chenjj kra will go naa। othba charjing pjent karap hje geleo meshin shesh ekstra chrg iuj kora jabe nah kine । cheyechilam tintai ekstarnal chrg sh but ekti iuesbi charger pjenter dije gave।prodakter sait from slr ke onekbar mesej dijechhi slr kono riplai dejni it karap legechhe।",876
"bjaparta khub duhkhjnk, r jai hok drz from ontt emon ta hope kori ni। sbi ok chilo kintu vetore ta ghat sh dear word chilo ja ami paini। 🙄",137
"pkg bhalo nah, trimarer sathe vinn saije chul choto krar   chiruni taip drkari  jinish ta naai....  😡🤬",101
"packaging vlo silo naa, klip gula kub i nimn quality er ek ta klip phastei lagae khular sm klip er goa vengge gechhe। trimarer matha skru vlo kore set kora nah। iuj r sm vaibreshne matha luj he ja bar bar pech die tait kra takes। charjarer tar kubi choto। meshin motamuti bled e dhar less mne hocche, saund bsh।  kichu din use er pr rv dilam।",341
"jeta order gave seta pajni, battery khola jai na bjatarir ekstra charjaro dej nei।
emni thikthak chltechhe, dekha jak kjdin iuj kra jai।",142
prdaktta kebl hand e pelam amar kachhe bhaloi lagichhe but tel kom gave। issue naai valoi chltichhe।,94
"packing ta strong cilo na tobe prodact bhaloi ache
1 mm r ekti trimar thakle bhal hoto",86
item emon damo like that displete charjarer photo dea kintu with kono charger paini,80
meshin charger shobkichu dicche bt size gulo dej nai eta kub karap lagchhe,71
avg bhlo nw nijechhe bakita iuj krar pr rvw dib,55
product bhal kintu। charjar ta karap silo।,41
avg vlo khrp na,22
thik sm peechhi and emon cheechhi temi peechhe price hisabe ank bhlo u all niye paen ebong selarer bjabhar o onnk valooo cilo ek ktha sbi awesome,139
"ami ei trimarti drz from order kori and smjmto pie jai। but jkhn prthmbar chalu kori, tkhni ekta skru unbox pde jai ⚙️। new product theke emnta ekdmi hope krini 😕। nije theke thik korte hoice 🛠️, ja not at all subidhajnk naa। jara order krben, they on korar before valo kore dekhe nin 🔍। asha kori bikreta standard nijntrne aro mnojog debe 🙏।",334
dam hishebe maltar thik ace bt charjarta lil bit dur nrmal ur niye paro no issue nai dekha jak how long works iuj korar pr blte parb,130
"alhamdulillah‌ ank vlo pnjo,,,jodi chao sbai niye paren,,,100% sthik prchar & sthik pnjo prdhan kora hechhe,,,tobe dlvry vaike osngkh dhnjobad।",144
damer tulna prod thik ace tb charge beshikshn thake naa and matha bleder ongsh shjei unbox ja mtr berie ase☹️,109
"sob kichu ok ache, knt bjatarir chrg thake 10 sekend। 
charje lagije work kra lagtechhe। khb e karap obstha 
ek ta vlo batt dile ki ht bro। sob kichhui to dichhen 
ek ta bjatarir jnno bdnam।",189
"hjan alhmdu,,,, ami productTa jthasmje peychi,,,,💚& jemon chejechhi like that pichi,,,,💬 prodtai omi eni phor thke order korechi,,,,, caile u all nite paro😊😊😊😊😊",162
"jinish ta motamuti alhdlh bhaloi silo knt samner matha tadha lil bit unish bish baka cilo 
emnite alhmdu ponno vlo peechhi",128
khubi bhal product ta ।kom praije best। dlvry man vaija tao khub bhal kub taratari prcl ta dlvry dijechhen,119
"bodi ok ache kintu mein pent, mane that katbe ta ektu durbl। r sathe je klip guladichhe ta to also bekar। tao valoi, kom takai nile ja h arki 😏",143
smuth & paoarphul parphrmjans। batt bjakap bhalo। primiam design and simple bebahar। e bajete khub valo opshn।,111
"1. packing vlo chilo naa। it onekta trch lit r mt।

2. battery charje dile red bati jblei stays, green ar hoi naa।

3. 270tk kinchhilam। vulbsht ordr kore phelechhilam after ar kjansel krini। 

* batt bjakap motamuti bhal। er motrer prchur saund/ njej kre। 

4. print krar jonno olp lil bit oil deoa hoice 🥺 kipte।

esb jinis na kenar pramrsh thaklo। ami it kauke dije dib broken hojar agei, after bhlo dekhe ek ta kine nib।",424
etdin manusher rivio dekhchhi today nije hand e pelaam kub bhal ek ta trimar apnra sobai nite paro khub bhalo bjakap pawa jay,120
meshinta valooo but bjatarita dijechhen like this ja keu iuj kre phele diyeche। charjartao khrp seta amar meramt kre nite hoice। bat new kinte hoyeche। ei slr jinish chek kore de nah। tai nejar before vebe chinte niben।  unar kachh from keo phaltu jinise bdt broken krben na।,264
"alhamdulillah productTa hate peychi, packaging ta khb shundor cilo। and seller er use awesome cilo, sbcheje big bishjti holo kub quick smje productTa sel koreche। dhonnobad daraz and bidi pepar phlai seller ke।।
 bishesh drshtbjh pjaketer with ekta gipht deoar kotha chilo giphtta pi nai।",277
"alhdlh kubi bhal ekti product। aami gt tin bchhr dhre use krtechhi ek ti o amar badir jt mj murbbi ase sbai ke it dije kaj kre dei।

ar ekta ajke nilam amar ek vaijer jonno। prod chek kore seen bhaloi running dekha jak how long goes alhamdulillah valooo srvc pab।",271
ek ktha khub e vlo r e dame it markete paoa only ek ta spni blte paren kintu spnke bastbe rupantr krai darajer work -- to sbai nite paro thkben na inshllh -- dhonnobad drz,181
"sbchee valo hosse ei meshinti, price e less, bt maan onnk vlo।  jodi chao u all nie dekhte paro। 

mi nije iuj krchhi",112
"prodact hate peye mi khub happy jemnta cayechilam temntai pichi no problem nai ,
their word ar kaje mil thakaj their towards trust kora jai ble mone kori ।
apnarao niye paro,

daraz theke  aro prdt krj korbo karon
tader word and kaje mil ace।",247
"sobkicu thikthak peyechi।322 bdt pdechhe delivarish।
ekbar bjbhare motamuti valo legechhe, prbrtite abar rv deb",111
"prchur vaibreshn kre,,, aamar mte nam neojatai best,, ektu dam bsh dije valota neojai valo  hobe",99
"khb valo jinis e damer modhye sob kichu thikthak cilo।
but pjkejing moteo bhlo chhilea naa। thnks daraz o seller re।",112
"dlvry b bhal cilo,sht taime delivarit peechhi।
prdt ami bebohar korar before amar kachh theke nie niechhe।
amar abar notun kore order korte hbe।pher again rivu dibo।",160
mi nichhi khub e valo jerkm giving kotha silo erkmi gave apnarao nite paren khb bhal trust nah hole nije dekhen।,110
ei meshinta ekdm bhal naa kattei chaj nah abar nana jajgaj issue thake ei itemta kena theke sobai fast thaken,108
"alhamdulillah productTa hand e peye gechhi ebar sbcheje kom smjer vitre dlvry pelaam matr ekdine 
daam according to jinish onnk vlo",124
"ottao valo naa,jemon price like that mal
  klip koaliti kub kharap

and hjan bidi i-kuriar khub e baje ek ta kuriar,
dlvry mjaner bebohar o valo nah",142
"meshinta tk ace, tobe karo iuj kra rnggulo uthe gechhe bjatarita purano, uprta khola chilo ekdom najahal obstha",103
"dekhtet bhalo i but kekdin bjabharer after bla will go।।
but order korar ekdin prei prdt gula hate paise tar jnno darajke onek onk thnks।",139
"alhamdulillah all kichhui thikthak mto peechhi 
thnks daraz ke now only chalano tai baki asha sob jehetu ok ache tahle valoi will work inshallah 🌷",137
"3 bchhr ago nijechhilam vlo vabei use krchhi so abaro nilam, gipht krar jonno ।
tobe eibarer ta seting ta ( nat gulo) lus chilo।",124
dekhe valoi mone hosse but pjakejingta silo ekebarei kharap evabe pkg kre ar kauke diben nah । arektu jtn shkare diben,120
"alhmdu mi jemnta order krechhilam temntai pichi khb bhal ekti product but shomossha hl jara je ager mto ordr nichchhe nah eta ek ti duhkhjnk bishj aami blb je rkm vabe age dbara je kjash on delivery chhada korte partam ekhon and korte partechhi na ejnj mner mtn pnjgulo to buy parchhi naa dja kore ager mt jen order korte pari pnjgulo, dhonnobad sobai valo thakben allah haphej",373
"prodtai valoi sadharn bjbharer jnno ami vlo ek ti jinish and shob thke boro bjapar hlo etar bjatarita aladavabe chrg dite hoy ei karne ektu hijibiji takes jinishta use krte ar chrg j jei kta give hoi sei keblta ank small jodi srasri charjing sistem hito then vlo hito, 
order deoar time khejal kori nei nah hole ei i nitam na amar mult charjing sistem kra arekta silo setar karne eta nijechhilam",400
jinishta vlo ase sundro ache  damo kom ache but prtita maler with alada kre delivery charge dite hoi ken? delivery chrg ta ank more I,136
steel bdi। valo jinish। kubi paoarphul। but pkt ekdm chheda chilo। klining brash mising। selarer more strk hje uchit packing r kshetre,136
"charge thakchhe na ekdom bad, charge hte ded hour lagchhe। but 15 min chalanor after chrg shesh। ekdm baje item",108
"parsonal bjbharer jnno onnk valo। bt with brash pini। 
sob milie damer modhye ok ace 
niye paro",103
prodaktta hand e peychi otjnt bhlo ase avg vlo legechhe asha kori parphrmjans bhal pab inshallah,102
"mi shontushto ni,
jenta asha krechhilam, thik tttai jl dhele dea hechhe।
r with dea bjatarita ekdm ochl। charjarer shathe kanekt krle minitei phul charge signjal de। and kno vabei 20 sekender bsh ran krte parlam na🥺। htash mi khubi htash🤢",234
"3 ta hand e peechhi bt 1 ta spid kub bsh,  baki dutar tulna,, seta riks ase, 1 ta refund/ ekschenjj korar bjabstha ace ki?",129
"alhdlh bhaloi paichi 
jerkm dekhchhilam thik serkm 
nam according to onk valo ek ti 
dhonnobad  drz dhonnobad dlvry guy",119
prodaktta onnk bhaloi chilo kintu lil bit charg less thake prodaktta hot hje jay kono ek ta id hoi apnra nile niteo paren nao nite paren,133
orijinal batpar 😡lekhalo ki and dilo ki eder kaj theke keu prod niben na 😡😡😡dekhalo shona ar dilo ekdmi nrmal,108
"prodact dekhijechhe ek, dicche onj ekta 
chhbite dekha jay bat alada chrg ace shathe bt mi peychi battery ekjast kora ekon amar krnij ki",146
"dam onujai valooo product।
ekbar bebahar kore review dilam।।
chrg bjakap & how long lasting kore his/her jnno opeksha",107
onnk valo prod bt saund ank more jemnta chejechhi temntai paise ato less takaj average valoi prdt,109
alhmdu prodaktta jthesht valo & prodakter quality mano khb valo ami gtkalke hate pie it smpurn iuj korechi r amar babao iuj koreche kubi bhlo ekta product tobe dlv ta khb let kre dej eta ok noy ekdiner inside giving bjbstha krle vlo hoi। ar prodaktta hater satheo khb manansi so apnara nirdbidhaj niye paren ank shomoy prob thakte pare seta definitely u all riphaind kore nite parben jehetu darajer inside riphaind krar bjbstha rjechhe। thanks seller ke vlo maner ek ti gunogot maner prodact giving jonno and seller r kachhe abar binit onurodh thakbe jen always sbaike vlo quality er prod deoa hoy।,621
"chalu paisi sathe ek ta jel dise jng jate naa dhre ar bld odise all tk thak taip si port hoate bhlo hise charjer jonno bhalo hbe, kichhudin bebahar krle bujha jabe kotodin ja r chrg kthmn stays",185
"mi eksathe duita nijechhi।।।। quality motamuti bla chole।।।। but ekta bat pachi puran ebong ar ek ta batt work kore nah।।।। chheler drishti akrshn krb u all jaojar tme onttpkshe chek kore to diben।।।। aamra to ar emni nai nah amra bdt khrch kore nei ,so nah ।।seta less bdt hok r more hok।।। aami it kkhno asha krini je u all chek na kore ekta ponno diben",352
ekdmi worst item | eto shbd kre sathe hai leveler vaibreshn | aamar 0 dije moch trim krar shomoy khali thote lagchhe and kete gechhe | baki rv gula mne hoy shob btra likhchhe | ( aami HTC r 400 takar inside ekta ase oita rikmend krbo |,223
"apnra ki prod giving before chek kore den na? 
noshto ekti prodact pathijechhen। prthme vebechhilam charg nai, charg krar pro dekhi kaj kre nah।
evabe grahkder shathe protarona kra uchit nah।
* rtrn kre dite badhj holam।",214
"onnk sundr timar ,, aami ta nichhi,, dlv mjaner bebahar khubi bhlo, ur nite paren kono problem nei",104
"vua podak manush ke dekha ekta dei ekta
ek dom jaje kub i jgno chilo 
320 tk die er chee vlo mal to buy partam",112
prod gulo bhaloi। u all nite paro,38
🌹countless dhonnobad apnake apnar muljban mtamt giving jnno 🌹,58
🙂countless thanks apnake apnar muljban  mtamt deoar jnno🙂,58
bebohar kore rvw dilam  onnk shundor o vlo pordak  apni niye paro,67
mashallah onk bhlo silo dlv man r bebahar and valo thnks drz ke😊😊😊😊😊😊😊😊😊😊😊😊,85
"prdt ta valoi,kintu eitar shathe ekta brash dile onk bhalo hoto.।r dlvry lokeshn jekhane diechhi,tar thke kilomitar dure gie ante hichhe ei prodact।",154
bhaloi hechhe apnara  sobai  nite paren kintu ajnata coto emnite valo dlvry man er bebahar kub vlo cilo ❤️,108
emon dekhano hechhe temon pini but jetai paise mashallah onnk sundr hichhe🫰,75
oshadharon ek ta prodact। 🖤🖤🖤🖤🖤🖤,30
jei rkm qlty cayechilam serkm qlt pichi but ajnata coto chilo,75
prodaktta onnk kharap keo niben nah jemnta dekhijechhe temnta nah,62
ponnota onk cute😍💖,18
daam according to thiki ache। but mal spice ektu kom less ace।,51
khub e baje obstha aami rekmend krbo anyone nijen na,48
🌹countless thx apnake ur muljban mtamt deoar jonno 🌹,58
average bhaloi।  all nite paro।,33
🌹oshongkho thnks apnake ur muljban mtamt giving j 🌹,58
countless thx apnake ur price aamar mtamt giving jnno,57
apnara and niye parben onnk vlo,30
onkk sundor hoica 🥹❤️,21
"alhdlh ami ank bhal hbe apnara bse

 achen ken danda ja ekhnije shping krun",81
oshongkho dhonnobad apnake ur mulyo amar mtamt deoar jnno,57
🌹oshongkho thanks apnake ur muljban mtamt deoar j 🌹,58
🌹oshongkho thnks apnake apnar muljban mtamt giving j 🌹,58
alhamdulillah jemon chejechhi temni peychi prodaktti onk bhlo apnara caile nite paro,87
"barbar blechhilam coto glas  nah deoar j, tarpro small glas deoa holo, othch orijinal pnjer chhbite product e boro glaser chobi deoa ase।",138
bhalo  chilo sob thanks☺️☺️,27
"onk bhal chilo prodaktti,,  amar ank like hoyeche prdaktti tnx daraz ke ebong solarke ❤️❤️❤️",98
"mshllh khb valo cilo 🥰🥰
but onnk small",43
"ekdm valo na upore pkt chkchka na kira 
valo kliti deoar drkar chilo
aisedo gulo ekdom worst e dame arek tu valooo kra jaito nah h r 50 bdt beshi nitin 
top chkchka vitre sdrghat 
aamar ager tar pic dichhi dekhen",205
karap na bhaloi,14
daam onujayi perfect 🎂,22
"mashallah jemnta cayechilam temni pichi, tb sathe brashta thakle aro besi bhal hto।",84
"peledta vangga pse,,lil bit tk mto dite blsilam setao ana bhanga plo,😔😔😔",71
ace mutamuti valoi👍caile all niye paro,40
khub e worst product। kagje modan bks। shjadogulao kub baje। kalargulo ekdmi lightweight valomto lagena। keu kinben nah। chhbite khub sundr dekha jai tb bastbe ekdmi valooo na,167
motamti☺️,9
shjado pjaletti khub e pigmenter cilo। bt lng lasting hoy naa।,63
khubi valo all chaile nite paro🤩,32
onek valo.Iam surprised 😮,25
colour ta tik kore bschhe na🥺,25
khubi valo chilo thanks,23
it soo good u can buy,21
ata onk balo porse,18
eta best chilo ❤️,17
khub bhal  cilo,14
It's so nice ☺️,15
avg valoi,14
beshi bhal nah,12
vabchhilam hto kub bsh bhlo hbe na kintu daam bhaloi। chaile niye paren।,70
onk vlo..,9
bhaloi silo,8
tThik ace,9
paltu jinis tk damaged। bajare it 120-140 vitr paoa ja।,57
onek Valo product,17
broken dichhen ken? mi ekon ki korbo?,32
Damage and Broken,17
khub bhal chilo pnjta slr vaija ta onnk valo and antrik thnks,66
jinish gulo motamoti valoi,24
bhalo chilo💖,10
jemnta vabchhilam tk temntai paisi,33
"dam according to tk ache ,all niye paren ।",39
vlo khub,8
Alhamdulillah khub vlo 😍,24
valo paichi,11
It's good 🪷,11
motamoti cailo,14
pigment more bhal na 🥹,23
daam onujai bhal,17
mota moti vlo,13
thik ache dam onuji,19
jemnta paichi temnta pi naai khb bad silo,40
The pigments were poor😔,23
so sad kubui bajee.,19
dlv man er bjbharta ank valooo silo pnjta motamuti valooo ase,66
average। colour otta valooo nah😤,29
"chhbite emon dekhachchhe actually temon naai, dubliket die disen।",56
alhdlh onnk bhalo all niye paren,40
besh vlo ☺️,11
brush den nai kn..,18
Motamoti,8
nrmal product,14
pochondo hni,10
like that valo lageni,16
valo nah,7
jemon dekhechi temon ok temni pichi,34
prod ti onek valo। but aro ektu bro hole vlo hoto। prdt ti jasht ojaoo। sbai niye paro,100
"price according to ojalpeparta kubi worst pdechhe  
kono kliti naai  manushke  thkano hocche karn bahir te kinle sem paoa kom dame",118
product ti avg bhalo bt prodakter kek ta parchh khule jachchhil eijnj aamar kachhe valooo lageni kintu gelachh ti bhalo phul eichdi  u all to buy paro dhinjbad,159
"ja vebechhilam size e small, ek pash vangga silo baki all ok ace। motamuti thik ache। jara neoar nite paren।",101
bhai eta to nrmal mobile khule gola dekhaj r photo dekha jachchhe nah ektai dekha jay baki saite dekha jay na rtrn kre gave,120
it keo kinien nah je bdt die kinben drkar h kaoke dan kore dien ba panite pele dien ami it rtrn kre dichchi 😑,118
"konrkm goes edam r vitr bhaloi 🤕
kinritu besi alote like that valooo dekha jana। r ettainrmalje nat all khule preja 😐😐।",110
"🎉 *daraz theke ordr kora prodact pee mi rlly kub kushi!* 🎉

today dupur 12:30 ta *Mobile phone Video Amplifier Enlarged Screen Magnifier* pee mi anandit! 📱😊

mi ordr diechhilam *25 phebruari 2025*, & aaj *02 march 2025*, dupur 12:30 nagad prodaktti hate pelaam। darajer dlvry guy r daraz kompanike tader fast and sthik seba prdan korar j antrik dhonnobad janachchhi। 🙏💙 tader smmto and nirapde prodaktti pounchhanor jnno mi khubi shontushto।

💸 *mot khrch:*  
- prodakter price: *155 tk*  
- dlvry charge: *160 tk*  
- *mot khrch:* *315 tk*

prodaktti *smpurn sthik ebong valooo quality er* pee ami khub e happy! ekdm tk amar prtjasha onujai! 👍🎉  
darajke thanks janai their sebar j। asha krchhi, vbishjteo tara ekivabe bhlo srvc prdan krbe r aamra aro sntushti pbo! 

asha krchhi, skler jonno e dhrner shping ovijnjta sphl ebong sukhkr hobe! 😄

#Daraz #DeliverySuccess #HappyCustomer #MobilePhoneAccessories #GoodQuality #ThankYouDaraz #GreatShoppingExperience #HappyShopping",984
"jodi desht taka chinta kori, tobe prodact motamuti valo ace। amar kachhe plastiker koaliti lil bit kharap mne hechhe tao bajeter kotha vable manar mto। all ok chilo, packing, prod, service, dlv। bt ei delivaritei issue, more feels delivarir bdt। delivery sh ei prdt amar 317 bdt pechhe। jekhane prod thekeo delivery charge more (160tk)। ami darajer kachhe binit onurodh janachchhi dlvry charg jen 100tk er inside nie ase। 
sheshe tnx janachchhi seller vaiake & darajke vlo prod hate tule dear jnno। 
❌dlvry charg kom krun‼️",547
"prodaktta avg bhal ar ekta jinish dekhe khubi kushi laglo je ami kalota chejechhi black tai peychi no dik dije kon problem hjni kintu ekta item saw jara shuje shuje mobile dekhte like kore tader jnno eta bhal bt oneke ache nah mobile rekhe mobaile kartun ba no natk rekhe tarpr ghrer work kam kre tader jonno ektuo vlo na because coz vidiota nicha hje jai and ekhane je glas seta onekghula actually it jhum glas jeta dije mane amdr bro kre look sahajj kre, achchha jai hok prdt ti valo all niye paren price considering ponno thiki ase,,",537
alhmdu sobkicu ok ase only glastai ektu dirty echhada sbkichhui ok ase thnks seller re dhonnobad dlv man ke apnra chaile niye paro valo hobe,152
dekhano gechhe b knt it ektu coto bt dlvry charg ta onk beshi 150 tk dlv charge ta kmano hk prod ti average valo,131
prdt bhaloi bajet as tk ace tao valoi krchhe tobe lil bit nrmal jehetu plstk bil tobe issue naa bajeter modhye thik ace but mi chaichhilam kalota amake lalta deja hichhe emnki mi mesej deb blechhilam je vhai aamar black ta lagbo knt tarpro amake lalta deja hichhe,264
apnake spsht banglaj likhe send hoice colour stke thaka sapekshe give hbe। echhada amdr bibrner mdhjeo spshtvabe banglaj lekha rjechhe clr stke thaka sapekshe deoa hobe lal othba black। aapni black ordr kore thakle jodi stke kalo thke thake tahle kali paben।,260
amar it pochondo hna  ami arekta odar dichhi sita kenchhel krte cha। and pita mekaro like hna  chachhi konta dichhen konta,116
"khrp nah, valoi, prodact entek  pajni, valo chilo arektu boro hole tivi kompani uthe jet 😁😆",92
"kubi bad product। kek jaga phata। ar seller o kub baje।
amake eta chenjj krb diben",85
"prodaktta khub bhlo, mhilader iujer j vlo। dhonnobad drz and dlvry mjanke।",83
eta vhai vabchhilam bhu colour now dehi ek colour vai aami rtrn dib lit,69
jinish ta valoi shob kicu thikthak। knt cheechhi black diechhe lal clr।,66
prdaktti ank bad worst ek ta prodact paise glas er  top dag,65
itemta bhlo ♥️but lal rnger ta blchhilam dicche kalota 🌚,52
"khb sundor ekta sbai niye paro 
selsmjan ank valooo",51
apnar muljban mtamter j thnks। ❤️,39
kub sundor knt ek konate lil bit vangga ache,43
motamuti valoi bt work theke look hbe 👀,41
onnk sundr prdt packing amazing,39
ur muljban mtamter j thx,35
Nich product ❤️❤️❤️😍😍😍🥰🥰🥰😊😊😊,28
ek ktha tk gula panite phellam,31
thx ojatar ti paojar jonno,31
Alhamdulillah onek val kaj kre,30
ami it nijechhi khub e valooo kaj krchhe❤️,36
"daam onujai, thikthak। 🙂",22
apnar muljban mtamter jnno dhonnobad 🤍,37
onek valo product vai,21
3D so eto kiliar ,20
Onk onk onk sundor,18
nice vlo selo,13
Valo na,7
motamuti vlo nite paro all aamar ei skrine dirty ojala dije gave e jinishta bad felt bt jinish karjkri ♥️,121
avg bhaloi achhi prod but  mi bljak clr ordr krechhilam diyeche amake lal,88
"sob ok ace shobkichu bhalo। kintu it sturdy naa, strng nah, konrkm lagai dicche । dije sel krtachhe jodi chao also strng krte part। tb jara iuj krben khub strktar sathe use krben ।",173
"onek valo ek ti prodact r seller men & ank vlo 
thx drz thanks vaija। apnara jodi chao niye paren ।jemnta dekhchhi temntai paichi। bt clr chenjj chaichhi kalo gave red",172
"eto bad ekta jinish aami kkhnoi vabini emon hbe
ar hjtachhe jei beda delivery dite aschhil tar bebohar eto kharap,,
thak besi kichu bllam naa ,tb keo tk broken kre egulo kinte jajen naa",176
jinis ta oto tao valo o nah bad o na motamoti goes kintu ek ta jinish bad felt vid te dekhaichhe onk boro kint ekhon dekhi small,125
sundr ase jader small ph tara niye paren ami nijechhi bt। aami asha krb jate podak ta also valo hoi,99
container er lid proper seal kore nah.. leak kortese everywhere.. useless product completely,92
