sentence,character_count,sentiment
pant er belt loop already tore gece. 1 soptaho o hoy nai,56,0
vul tiem pathano hyce,21,0
"good product, ponno ti Amar kache Valo money hoyece",51,1
"product alhamdulillah valo. valoi cholte geche, kaalke hatey pelam.",67,1
"vul package deliver hoiche!! return o korte parteschi na, option dicche na!! kintu kaalke i dewa hoyechilo. solution den please 😤",129,0
vhaloi product ta apnara caile nite paren,41,1
products ta valoi..valo price ei paichi..chaile nite paren sobai,64,1
"order disi 3 din age, ekhono 'processing' e ache!! daraz customer care e call disi, kono response nai. total waste of time 😤",124,0
bluetooth headphone 1side valo 1side nosto!! return ditey chai 😒,64,0
Seller er kotha bolar dhoron khub kharap.,41,0
"authentic product..
sobai nite paren",36,1
"Product vlo
packeging vlo chilo 
thanks seller and daraz 😊",58,1
color chaisi  black disen blue,30,0
Colour fade hoye geche 1 week e.,32,0
eto baje prod jibone o dekhini!! screw eto shokto je 1ta o adjust kora jay na!! ar kalo prod deoar kothay bole nil diye diyeche 😡,129,0
eke bare faltu ami dui ta nichi dui tay ei rkom fata...,55,0
"coilta sundor esheche, dhonnobad daraz ke onek onek dhonnobad.",62,1
Thanks for the 5-star! 😊 Amader store-e regular offer chole – abar nite ashben! 🛒,81,1
oats quality good!! breakfast e khub fill feel hocce. healthy choice,68,1
facewash ta Alhamdulillah onek valo paisi. Apricot seeds deya ase. Valoi mone hocce skin ta bright kore . Recommended,117,1
"serum ta face e use korchi 2 week, kono result nai. overpriced",62,0
"babohaar kore dekhini, shobe valo vabe e hatey peyechi, packing sundor chilo.",77,1
Amar Daraz experience pura jhamela.,35,0
"the rider behavior is the worst,uni amke bolechen j 5 tolai jete parben na lift nai tau, niche jeye parle nite naile order cancel kore dbe.pore dhomok deyate uthe dise and bole apu cycle er jonne ashi nai dite,esb rider rakhen kno apnara",237,0
Thanks a lot! Erokom valo support amader chirodin inspire kore. Asha kori abar niben! 💫,87,1
"all okay,  meyad o ache baki use kore bola jabe",47,1
Use kore then review dicci valo chilo better quality 💗,54,1
Hm jinis ta valo but jei colour caici oita dey nai,50,0
alhamdulillah original product payeci..... sounds quality change backup khubi e valo,84,1
eibarer packaging ta khub kharap chilo!! baki shob valo,55,0
package ing daron cilo pocondo hoice delivery o droto paici,59,1
ekdom baje jinis bhai 😡,23,0
Same product peyechi,20,1
Himalaya is a trustworthy brand.  i recommend this face wash.,61,1
curtain color boro beautiful!! fabric heavy and quality. room transform hoye gece,81,1
Daraz keno erom seller allow kore? Bujhte parchi na.,52,1
"Charging port ta loos chilo, charge hoy na thik moto. Defective product.",72,0
"Alhamdulillah product received in good condition. amar coil gulo onk valo lage, regular coil er mtn hachi kashir problem hoi na. ekhane price o kom peyechi. ami 6 piece niye rakhci. valoi.",188,1
"1 . dekle mone hoy Vitor ta Khali Khali
2. fena hoy naaa 
3 . porimane besi lage
4. thank you apnader SOMOY er Jonno",116,0
"choice store er kache ei asah korinai!! vanga prod pkg kore pathiyeche!! pkg er por vanglei vanga tukra sath thaakto, bt seta nei mane tumi jaante bujhte dichho!! khub dukhkhojanak 😢",182,0
Product ta aj hate pelam. Chaile apnarao nite paren 🤍,53,1
wow so beautiful i love u so much jan amr sona ta,49,1
Daraz ekhon r ageer moto nai.,29,0
Ekta button kaj kore na. Defective.,35,0
Amar ei product er review Daraz publish korbe na jani.,54,0
Ami ai product  ta akhono delivery Pai ni. delivery man ka k delivery diache Ami jani na.,89,0
akhono use kore dekha hoy nai. ajke hate pelam.,47,1
"86 tk diye kinechi, on time delivery peyechi. quality wheel theke ektu down, smell good",87,1
soto size,9,0
"very good product. Recommend for everyone.
overall is fine . Thank's to Daraz & The Seller.",91,1
amar ungul dhuke na. fuda ta choto,34,0
Not bad..offer a 74 tk te 1 kg..duita niye nisi tai..er ageo use korsi..,72,1
"daraz k shorai dibo,,amk thokaice",33,0
valo...khub soft,16,1
nail polish chip hoye gelo 2nd din e. quality terrible,54,0
ekdam baje product.,19,0
Daraz er branding o ekhon faltu hoye geche.,43,0
3 ta use kora holo vlo fena hoy abr order dibo,46,1
"khub valo ebong karyokori product, daame o kom, chaile sabai kinte paren.",73,1
khub kharap!! charge ekdom thake na. keu niben na 🚫,51,0
Review system pura manipulated. Daraz er shob jhoot.,52,0
"valo jinish, nite paren, daam o kom ache.",41,1
"Kono kajer na ei product, pura waste.",37,0
good product according to the price,35,1
 tobe chole kono rokom.,23,0
"Review shob fake, nijer experience alada.",41,0
"alhamdulillah, onek sundor, olpo shomoyer modhye ponyo ti hatey peyechi. seller o daraz ke dhonnobad. delivery man jothesto valo.",129,1
hoodie ta soft and warm!! exactly what i needed for winter. lovee it 💕,70,1
I am happy to get this product. Thank you daraz !,49,1
onek bhalo orange color  hand gripper,37,1
100% working sound and mic duitai vhalo kaj kortese. Thanks.,60,1
"pelam within very short time, Let's see before used",51,1
"Price e kom dekhe kinchilam, kintu bujhte parchi keno price kom chilo.",70,0
"Daraz jodi quality na dekhe, toh ki lav?",40,0
product ta vlo just order korse black parcel asche green 💚,58,1
Sob somoy khuv Valo Pai ai product aibar o same,47,1
sports shoes comfortable!! sole cushioning effective. running e valo,68,1
moisturizer ta 3 din e finish hoye gelo!! size description e misleading,71,0
"valo lagar moto products paisi
jemon chaisilam same to same pataye se",69,1
era nosto jinish er shisshe chole   gche,40,0
"koekta por por speaker e ekta noise ashe, onek birakt kore!! quality motamuti, wire ektu boro hoile valo hoto",109,0
"khub baje coil, 8 ghonta chole, ar chokh jole 12 ghonta.",56,0
packet er obostha valo chilo na!! tai prod ta return korechhi. ekhon amar taka kobe pabo othoba prod abar kobe pabo?? 😤,119,0
"1ta valo, anoyta kharap diyeche!! thik koren nai eta 😒",54,0
"Packaging ta baja..2 jaygay fata pora gaca akn...babohar kora dakhi kmn hoy. 
packaging ta aro valo korta hoba..",112,0
Onek balo products pelam,24,1
"120tk diye nilam 12.12 e, ekhon 12.12 seshe dekhi 99tk, e kmn bichar🙁",69,0
Sudhu brash dise khap dey ni,28,1
packaging onk valo chilo product tao thik thak peyechi date o lomba ache 2027 shal obdi overall very good,105,1
pickle taste ekdom authentic!! desi feel. highly recommend 😋,60,1
alhamdulillah shobkichu thik ache. sound quality o kharap na. tobe majkhane charging er shomoy kono lighting hoy na.,116,1
delivery fast peyechi. productTi shompurno okkhoto peyechi. ekta shomoshya dekhaa dicche: sound quality.,104,0
"eta baje!! charge thake na, nosto maal 😤",40,0
Valo na product. offer a nisi tai temon asha o korini,53,0
5kg nilam bkash payment diye 409tk e!! delivery man faltu. nirdistu tarikher 2 din pore prod peyechi 😒,102,0
eto kom price a pabo chinta korte parini expire date taw long peyechi thanks 👍🏼,79,1
"Product ta motamuti valo chilo, use kore review dibo",52,1
One wash being good quality with good condition,47,1
ALHAMDULILLAH..qwt,18,1
Jibone r Daraz er name nibo na.,31,0
"minister one wash 5kg order korechi advance payment diye. kintu diyeche 4kg!! protarona koreche. sabodhon!! customer order delivery deowar age verify kora dorkar. daraz er maan kkhunn hocche. sabodhon hoa uchit bt rider friendly, valo byabohar 👍",245,0
"Product description e joto gulo gun gan chilo, tar ek percent o original jinish e nai. Pure dhokabaji.",102,0
thank you sir.ato sundor akta review deor jonno,47,1
Ami Daraz er theke aro better service expect korechilam.,56,0
Good Products. best sarvice daraz..,35,1
"its may be duplicated 
but price range not Higher than",54,0
trash can lid hinge 1st week e loose hoye gelo,46,0
face wash ta valoi. smell o valo. fresh lage,44,1
Product valo kintu ami Black Color ta order korechilam. Blue color dewa hoyeche jeta khubi biroktikor.,102,0
prod valo bt color vul diyeche!! overall average 😒,50,0
This product is an insult to customers.,39,0
valo product,12,1
tnx daraz erokom 1ta baje ponno deoar jonno!! 😡,47,0
Amar mental peace nosto hoye geche ei bepar e.,46,0
"4 more time I brought  this product. Quality is good.when this product finish my home , I will buy this product. Thanks seller & thanks daraz fore offer price rate product.",172,1
"Daraz jodi quality control na kore, tahole customer harabe.",59,0
Nirma ta dam onijai onk vlo.. kapor ohh sundor wash hoi.. thank you,67,1
daamer shathe ponyer maan thik ache.,36,1
Warranty card e kichu nai. Ki trust korbo?,42,0
"NOT BAD.BUT MONE HOSSHE BESHI VALO HOBE NAH...HOPE IT WORKS WELL IN SHA ALLAH..!!!
SIDE EFFECTS NA THAKLEI HOY💥💥💥💥",114,1
this product is received at broken status. please arrange a replacement. thanks.,80,0
wall clock design gorgeous!! boro elegant. battery includedoo 🎉,63,1
"coil gulo gothongoto vabe ekebore durbol ebong chin. mosha tarate bole mone hoy na. dhowa ekebore olpo olpo hoy, dekhaye e jai na.",130,0
"valo chilo, kintu ektu kharap mone holo",39,1
Camera quality shobcheye kharap. Pixel fatar!,45,0
water gun onek fun!! summer e kids er fav. strong build quality,63,1
Er age akta light nilam onk valo hoyechilo. sejonno abr 5 ta light order korlam kintu erokom kharap product diben vabteo pari ni. Lok thokanor business suru korechen naki? Delivery charge free diyechen bole kharap product diyechen taina? Ebarer light a akdom power kom and very slow. Baje products,297,0
this is really good but the delivery prize is high,50,1
I did not get my package.... The delivery man marked it as delivered without delivered at all. Even he didn't call me. Its a fraud,130,0
screen quality valo bt battery backup boro bekar. 3 ghanta teo sesh,67,0
Great for oily skin.,20,1
fan speed 3 e boro noise hoy. 1st week e thekei,47,0
buy 5 get 1 free order korechi. jinis peyechi bt free item deyni!! daraz er kach theke ei rokom expect korinai. cheating/fraud?? hatash 😔,137,0
"Sound quality ato kharap je gola shuni na. Speaker na, speaker er khosa.",72,0
Darz er jinish khrp.,20,0
"2nd bar kinlam, **tar ektu chikon ekhon**, motion view ki chikon tarer ta bikri kore!! unbelievable. age bar ta 9 maase taar chhire geche. dekhon ekhon ki hoy. app support kore, sound quality valo, bass valo, nokol bola jay na bt taar ektu chikon 😭",248,0
conditioner use kore hair boro tangled hoye gece!! strange reaction,67,0
Thank you Daraz for this horrible experience.,45,0
"masha allah khub valo, karo lagle nite paren.",45,1
xoss❤️❤️,8,1
Daraz er man kme jcche,22,0
It’s good and reasonable for the price,38,1
eitar quality Valo . sound quality o Valo . and good looking ☺️ sob miliye Valo,79,1
Amar mone hoy seller ra puro jal product beche.,47,0
"faltu jinis den apnara!! order diyechi 1ta, diyechen anoyta 😡",61,0
khub valo.. original....date o asa 28 sal obdi..Alhamdulillah,61,1
"Picture e brand name chilo, hate pele generic.",46,0
dam onujai valo,15,1
"product bhalo
but 3 ghontar moto backup dai
er bashi dile bhalo hoito🙃",70,0
Half kaj kore product ta. Kono use nai.,39,0
very good product....thankyou daraz and seller,46,1
"Packaging eta ki kore? Chira-fota, jinish out.",46,0
products ta dekhe mone hoitase original akon use kortesi pore review debo,73,0
"use kore dekhlam khub valo ekta product, apnara nite pareb sovai.",65,1
"otiritto kono dhowa hoy na, gondho hoy na. mosha kamraye na, coilti valo e.",75,1
"khuboi valo product, kom daame peyechi, free te druto delivery peyechi.",71,1
"babohaar kori nai, kore dekhte hobe.",36,0
valo product ageo nicilam.. sathe gift o pelam,46,1
Colour black pai nai,20,0
Ai box ta onek valo ar sound ta sei🥰,36,1
ore batpar ore chhitar!! 😡,26,0
"awesome Packaging and nice products,  Prize chilo 130 tk ami paichi only 92 tk",78,1
"using, don't know how much longer it will last",46,1
Daraz er upor theke faith haralam.,34,0
"Delivery charge o gelo, product o gelo. Double loss.",52,0
bb cream coverage khub light. full coverage expected chilo,58,0
"alhamdulillah hatey pelam, ponyo gulo khub jotno sohokare packaging kore pathiyeche, dhonnobad delivery man ke, dhonnobad daraz ke.",131,1
Ami Daraz ke dislike kori.,26,0
1 din er modde akta spiker nosto,32,0
"Product is good & genuine, tnx to seller.",41,1
"anar por 1 ghonta kaj korse er por ses ar kaj e kore na
kew nite chyle nij bayette niben build quality o khub bhalo na sohoje e nosto hoe jete pare",147,0
Onek Balo Prdakt . Delivery man o onek Balo.,44,1
ekta baje product!! 3 din er mathai nosto hoye gelo. 300tk er prod ekdom faltu 😡😡😡,82,0
nice and good product,21,1
dry fruits fresh peyechi!! quantity o correct. value for money 💪,64,1
gym gloves fitting perfect!! palm grip boro boro. worth every taka,66,1
Ei product ta ekta dusshopno,28,0
samne bar wheel powder gulo ektu valo vabe den!! ei baar wheel fete shob parcel er jinis nosto hoye gece 😡,106,0
Thank you so much for this goods. Long expiry date here.,56,1
Keno Daraz erokom fraud seller rakhe?,37,0
"pawder alhamdulillah onek valo, 1 sathe onek fena hoy.",54,1
diacount a newa dekhe chole but ei price a quality low monw hoi,63,0
dekte valo lagse.... ekhon use kore buja jabe,45,1
"alhamdulillah sob thik ache 
but packaging ta valo holona 
meyad ache 19/10/2026 sal porjonto 
ami ageo niyechi gran valo and kapor dhuwar porew gran thake 
sllar and delivery man taw valo
apnaraw caile nite paren",213,1
Ami Daraz app uninstall kore dicchi.,36,0
motamuti valo ekta product  ami to age use kre nai tai thiki ase,64,1
Daraz review system transparent na. Shob paid.,46,0
Very Good According to the price.,33,1
Ami consumer rights e report korbo.,35,0
ponno quality vlo chilo..,25,1
"alhamdulillah jinishTa onek valo, apnara chaile nite paren.",59,1
Onek sundor❤️❤️,15,1
coil ta valoi...kom price e peyechi...thanks,44,1
soft and good,13,1
onek valo product,17,1
Ei jinish ta kenar cheye na kine thaka better.,46,1
Ekdin use kortei colour uthe gelo. Eto kharap quality mone hoi na kono brand er hoy.,84,0
Thanks Daraz for ruining my day.,32,1
Amar nittodiner shongi. Shob somoy kini,39,1
thikthak chilo r onek kom price e offer e peyechi thanks seller k,65,1
Eto valo valo product er majhe erom bekar jinish keno?,54,0
83 takai pelam choice voucher diye. Good deal.,46,1
it is very nice .  Any one can rely on them,43,1
"I have been using it for a long time, a good face wash for boys. 👍",66,1
"valo kintu aro valo hote perto, matha betha koreche.",52,0
"ei coilta onek valo, apnara sabai janen, ami o thik moto peyechi, seller ke dhonnobad.",86,1
Kintu ami chai shbai januk koto khrp ei product.,48,0
face scrub ta boro harsh!! skin red hoye gece. for sensitive skin nooo,70,0
Ei product ta ami keu kinte advise korbo na.,44,0
onek vlo ekta product ar selar vai onek vlo first delivery,58,1
"janina original diyeche naki nokol bt mone hocche original. daam 134tk, price 124tk + 20tk handling fee extra 😑",111,0
mota muti chole.,16,0
offare khubi valo pelam thanks daraz and Sellar men,51,1
Kono din Daraz theke r shopping korbo na.,41,0
"perfect
210-230 tk lage dukane... 
120 tk porse vlo...🔥🔥",56,1
"Camera focus thik hoy na, shob blurred.",39,0
price ta ektu beshi bt quality oshadharon. worth it 💯,53,1
mosha thake na.,15,1
"1ta kan nosto!! review valo dekhe nisilam. charging cable o deyni!! nosto taka dei nai, prod nosto keno?? seller ki steps nebo dekhi",132,0
Jeta chaisi oita pai nai 🙂👎,27,0
holder er shathe laganor ek minuter modhye IC pore ekdom chai. ekdom shadaron circuit chara normal light.,105,0
100ml packet kintu 50ml er daame bikri hocche. ashole packet ta ardhek khali!! hatashot na karon jaader joto deoar ichha toto e paben,133,0
bhai prod pailam nai kintu dekhacche delivery hoye gece!! parcel gelo koi?? ki problem 😕,88,0
Color fade hoye gelo 1st wash e.,32,0
amar ponno ta ekhono hatey pai nai. seller ke SMS dicchi kono reply pacchi na. delivery man er number e call dicchi kintu call jacche na. emon hole ki daraz theke order kora jabe?,179,0
"Jodi Daraz er product bekar hoy, Daraz er o name kharap hoy.",60,0
"Product kub duruto paichi, ar product valo hoiche",49,1
alhamdulillah 3din por hate pelam......motamoti valoi....,57,1
valo nite paren✔✔✔✔✔✔,21,1
Seller er use kora language rudd. No professionalism.,53,0
valo. daam kom. dhowa kom. vange na. karyokori.,47,1
its bery good,13,1
"mutamuti 
beshi valo nah",24,0
good products caile nite paren,30,1
ekdom nosto pailam!! prothom daraz theke protarited holam. onek order koresi bt eikbar vishwas venge gelo. ar kichhu newar sahos hobe na 😢,138,0
received in good condition..vlo jinish,38,1
"eto kom dam e eto joss ekta product...😍
i loved it...ei niye 5kg newa hoice..aro 2kg order dewa ache..onk din meyad o ache..dhonnobad seller and daraz k..",154,1
bhai jeans er zip 1st din e nosto!! quality check koren na daraz?,65,0
shotti darun product! delivery khub druto chilo ebong packingo chomothkar chilo. daraz er shathe amar prothom onubhob shotti osadharon. dhonnobad daraz. shobar jonno highly recommended!,185,1
dam hishebe onk premium feel korben... recommended,50,1
CS shudhu automated reply dey.vulval kajkm shb,46,1
Husband er jonno order diyechi. Asha kori valo hobe,51,1
Motamuti valo e nite paren . Ay price e er thake valo product asha kora jay na,78,1
alhamdulillah 89 taka kince 1 kg Cashback o paise shob mily just wow,68,1
"Product er gondho ta khub kharap chilo, mone hochilo chemical diye dhoya.",73,0
"Battery backup zero, ekdom chalu kortei off hoye jay. Ki beche Daraz?",69,0
"productTi ashol e valo bolte cholte, daam hisabe🌸✅",50,1
sound quality not as good as the one I owned before. bam pasher ta sound onek kom. Left side airpods e chul lege chilo.,119,0
Budget e onek valo ekta micellar water...amr skin type sensitive tao motamoti valo suit koreche. Recommended!,109,1
"product is good, but 1 ta packet chira chilo",44,0
ei daame valoei hoiche bt liquid dishwash leak kore vije giyechilo!! thik hoyni. better pkg kora lagbe. redx er delivery byabotha baje hoye jacche,146,0
Daraz er customer support shudhu 'sorry'.,41,0
"quality balo aro balo korle sera hoito,",39,1
"1 st time purchease korlam..
2 kg niyci..ada kori valo hpby insallah
apnara nity paren",86,1
so natural and smells good. It's useful for parents who have small kinds and also safe for pregnancy.,101,1
vlo cilo,8,1
building blocks quality safe!! BPA free material. bachcha khub enjoy kore 🧸,75,1
dam besi,8,1
minister er brand ta valo. asa kori detergent O valoi hobe.,59,1
Ami duita order diyechi duitar e ekta ghorer roof er ek side vanga tai roof ta khali pore jacche kintu plastic quality onek valo,128,1
"faltu prod!! sound quality ekebore baje, copy prod dhoriaye diyeche 😡",69,0
"shobkichu valo bt prob holo tin ta prod kinle choice e delivery free er kotha, kintu delivery free na hoye 10tk hoye gece 20tk!! product valo asha kori valoei hobe",163,0
"Quality ekdom faltu, dam o beshi. Thoka khailam.",48,0
"onek valo, nite paren.",22,1
"delivery man was very helpful. Amr basa 4 tolay, ami amr baby ke niye eka chilm. baby ghume chilo, niche jete parchilm na, ar basay gateman o nai. ami niche bag fele dichilm, delivery man vaia amr parcel bag a bedhe upore tule diche...Thanks to him",248,1
good goodgood goodgood goodgood goodgood good,45,1
order disi black asche blue....packeting man temon valo na,58,0
"Cheap quality 🤮
2 din a e nosto hoye gese.
Waste of money",57,0
Product e ekta strange smell. Use kora impossible.,50,0
"ei prothom daraz theke product nie protorito holam, kharap laglo. ekdom baje product diyeche ar vanga.",102,0
"packaging khubi kharap chilo!! pkg chhera chilo. prod valoei ache bt pkg baje + delivery location thik jaygay dey nai, onno jaygay giye ante hoiche 😒",149,0
"Sound puro kharap, khush khush kore.",36,0
ek kothai josss lagche khub valo sobai nite paren,49,1
"Part missing, product useless. Keno pathalo?",44,0
product thik vabe peyechi shate ekta liquid detergent peyechi bhalo chilo use korechi thanks gift er jonno,106,1
"😡🥵Khobi baja obostha packaging khobi falto hoisa, 10 ta order korsi lam 3 ta ee fate gasa, aie rokom baje packaging kaw ki kora korta para, daiytobod bolta nai…😡😡🤬😤",164,0
god prodak,10,1
sob kisu thik ase but ami order korsi Black Color But amk Deuya Hoise Orange Color,82,0
"dhuwa beshi hoy, chokh jole.",28,0
khub beshi kharap quality. kagoj pora gondho. kajer kaj kichu e hoy na. shudhu babohar kariira kosto kore.,106,0
"Products motamuti valo ase, Dam hisebe thik",43,1
ONEK VALO ABON ONEK TARATARI DISE,33,1
"Alhamdulillah valoi product paisi apnara nite paren,,,, dukan theke kinle 70 taka kore ney,,, sey khane,, ami 2 package paichi 102 taka,, ak kotha onek valo jinis,, kom dameu pauya jay apnar nite paren",201,1
"Sob tik cilo .. price onojay Valo 
same as pic cilo",51,1
play kitchen set cute!! bachcha creative hoye khelte parce. love it,67,1
"Rong dekhechilam ek, esheche arek. Eta ki Daraz?",48,0
not bad working val,19,1
"alhamdulillah motamuti valoi achi!! bt chaichilam kalo ta, diyeche onyo ta. tao prod onek valo chilo 😊",102,0
It's of very good quality. Loved it! Melts makeup very well. The fragrance is also very less and pleasant. The packaging is premium.,132,1
sob thik moto ache. thank  you daraz,36,1
valo sobai nite paren amio nici ekta,36,1
"original product nah,,",22,0
Review system ta puro bekar. Daraz er shob jhoot.,49,0
very gd products iam satisfied with products quality,52,1
"eto valo nah, mosha morena.",27,0
"This is beyond disappointing, it's fraud.",41,0
"valoi lagche babohaar kore, dhowa khuboi kom.",45,1
Onak valo akte kapor dhoar poudar chaila apnara sobi neta paren,63,1
cream ta face e diye rash berolo!! sensitive skin er jonno suitable na sure,75,0
"Camera quality bekar, purai dhosho.",35,0
Ei product ta ami keu recommend korbo na. Amar onek taka nosto holo.,68,0
"Product ta gola, dust joma. Old stock pathiyeche.",49,0
"shob time ei rokom prod thaka uchit, 100/100 dibo. amar kache onek valo legeche. nite paren. kintu ekta shomosha delivery onek slow!! aro fast hole valo hoto. 1 soptah laglomone hoy 😤😤",184,0
Friend der o Daraz theke kinte mana korchi.,43,0
Nice deal in this budget. Recommended 👌,39,1
Daraz customer loss korche.,27,0
spice packet boro kharap quality. smell r taste nei,51,0
product khuboi bhalo maner tove bebhechilam kalo coulour dibe,61,1
its a very good product.  recommended to all.,45,1
onno jaga akhane dam kom r khub soft,36,1
"Rong chobi te light chilo, esheche dark.",40,0
Ei product ta kinben na. Ami strongly bolchi.,45,0
vul prod pathiyeche!! 24 din pore!! ki ar bolbo 🙄,49,0
faltu coil. naak mukh jole. abar moshao kamraye. kaj kore na kono😡😡😡😡,69,0
khub sundor Apple Air buds,26,1
packaging ekdom pro level!! item o perfect condition e peyechi. thnx seller,75,1
black chaicilam dice pink color 🤬,33,0
"Nice product. Khub valo aita.
Thanks to seller.",47,1
description e 'waterproof' likha bt pani dite i leak korlo!! total false claim. money wasted 😤,94,0
AlhamduLilah onek valo caile nite paren,39,1
2nd time order dilam face wash ta khub ee  valo,47,1
Ervabe Daraz loyal customer der treat kore.,43,0
good. it's my 3rd time ordering this product,44,1
Online shopping er upor theke trust uthe gelo.,46,0
mota muti onek valo.,20,1
Exp Date 2028 ....tnx,21,1
Packaging was good. Overall product is good. Smell is new but it’s okay I will get used to it.,94,1
"daam hisebe motamuti valo, druto delivery peyechi.",50,1
alhamdulillah!  onek valo caile apnara sobai nite paren 😍,57,1
4 ta light niyechi. 3 ta valo. ekti light jole kintu motor ghore na.,68,0
nice 🙂👍 product quality is good apnara nite paren,49,1
product hate peyechi..dekhe to valoi mone hocche..bebohar kore dekhi kemon moyla uthe..,87,0
anek valo,9,1
toner ta use kore pores dekhte chhoto lagce. promising product,62,1
Valo silo but jhamela ase kew na kinle valo hobe,48,0
packaging akdom e kharap ja bolar moto na daraz ar ai jinish ta vlo kore kheyal kora dorkar ... product vlo chilo .. expired date 26 porjonto overall good,154,0
at this place point this is so good highly recommended,54,1
"motamuti thik ache, eto kharap na bt delivery onek deri hoiche!! charger cable nei, shob phone e connect hoy na. dara khayen na, ektu daam diye valo ta niben ❤️‍🩹",162,0
"Camera quality zero, photo tule puro jhapse hoye jay.",53,0
"valo, chaile nite paren, ami ageo koyek baar niyechi.",53,1
ja paichi tatei alhamdulillah.,30,1
the product was good and delivery was also good value for money.. delivery man was patience and helpful,103,1
airport ami o order kore chilo. babohaar kore onek valo paichi.,63,1
Colour totally different. Amar choice chilo na.,47,1
"Chobi te dekhte bhalo chilo, hate pele puro trash.",50,0
packing baje.,13,0
khub valo.ei porjonto.40 kg er opore use korechi.dam oo baire theke onek kom,76,1
setting spray ta makeup ke hold kore onek! long lasting result 👌,64,1
"product er shomoshya ekTai. ek bud kaaj kore, aarekTa kaaj kore na.",67,0
"daraz confirmed kore dilo delivery, kintu aaj 5 din hoye gelo nei. wtf",70,0
jinishTa khub valo🥰,19,1
onek valo ekta product.,23,1
shaar apnake onek dhonnobad sundor review deoar jonno❤️❤️❤️❤️,61,1
bhai keu believe koren!! amar basar ekta mosha o jay na!! onyer alada hote pare!!,81,0
"product photo r actual product er modhye heaven-earth difference!! photo te premium, hatey peyechi plastic toy quality",118,0
"with counter ta nile 100% satisfied thakben!! bairer theke import, darun finishing. without counter ta local, valo o hote pare, fata vanga nojuk o hote pare. seller check na kore dile kharap pora chance beshi. with counter ta nen 100% sontoshto thakben ❤️",255,0
Battery drain hoy khub taratari. Useless.,41,0
I hate Daraz for this.,22,0
express delivery pailam!! expected 3 days kintu 1 din e ashlo 🚀,63,1
"valo product. ami use korechi, mosha chle jay.",46,1
mota mote valo apnire chile nate paren,38,1
onek valo akta product,22,1
onek valo chilo packaging...expire date 2028 porjonto ... thanks seller,71,1
"Wrong color, and also not so good quality.",42,0
I bought it for the first time and haven't used it yet.,55,0
Seller ra shudhu customer ke thokay.,36,0
"Duplicate copy, original er moto kichu na.",42,0
rating system manipulate kora hoy mone hoy!! fake reviews boro beshi,68,0
Very good product. I am really satisfied. Good seller. Very fast shipping. Thank u so much. Satisfied with daraz,112,1
ek kothay osadharon.,20,1
"faltu seller!! 1 powder + 2 sabon 6tk er order korechilam, diyeche 2 sabon + 1 powder. daraz e refund complaint korar pore 3ta sabon er taka firt diyeche bt 1ta painai. purai faltu seller. jara neben anboxing er shomoy video korben 😡",233,0
Keno Daraz erokom seller der rakhe?,35,0
Product broke without any reason.,33,0
onek Valo product jemon Chechi temon ai peyechi,47,1
alhamdulillah onek balo product,31,1
Nic,3,1
assalamu alaikum bhai Ami jamon pic ey dece thamone paice alhamdulillah onk vlo airport tah and onk posndo hoyca airport sound quality onk vlo Jak vlo paice😊🤎✨,159,1
"Vai ki aita ?
ato olpo daam a ato Valo maan aasa korenai 
original product 22k daam r aita copy matro 400 takai
r copy o to ato Valo copy 
I just loved it",154,1
Apnar valo feedback amader khub inspire kore! Amader offer gulo check korte thakun! 🛍️,86,1
Khub fragile. Bhanga-churar voy.,32,0
"discount price washing powdergula nilam,,aibar use kore valo lagle,,aro koyekta order korbo..",93,1
Daraz theke ar kichu asha kori na.,34,0
"this product is good,, thanks for seller & daraz both.",54,1
"Money back guarantee chilo, ekhon nei. Dhoka.",45,0
I would have given 0 stars if I could. The product is broken as the wheel to change the weight doesn't even move. it is stuck at one place which is 5kg. the seller doesn't reply to my text and Is very useless. Do not buy from here as many people had the same problem.,267,0
product motamuti valo but not satisfied with the seller. karon seller Amar Kono message eri reply day ni just seen kore gese. keno vai apnar reply dite somossa ki r seller ke black colour dite bolsila Ekta Kotha o sune ni idiot.,228,0
khub valo hoyeche productta.,28,1
"overall very good, best around 1000tk budget. sound s above average. lows are bit on downstairs. though app is here to save you. battery backup is amazing. easy 30+ hours at mid vol. vibration feature is also useful. overall 7/10. win win situation.",249,1
khubi nimno maner,17,0
"alhamdulillah daam onujayi 100% valo ache. chaile apnara nite paren. packaging ta onek val chilo, seller er babohaarTa onek valo chilo.",135,1
"daam onujayi thik ache bt dhakna laga te ektu kosto hoy, kemon jano ektu fake feel. jara kinben bujhe shune neben!! 1ta facewash er dhakna karon chara e venge gece 😒",165,0
khubi valo jamon ceye chilam tamon ta diyese,44,1
kurta boro nice!! moner moto peyechi. fabric o comfortable. recommended,71,1
it's good. my children are so happy with this toy. tnx to seller.,65,0
valo maaner ponyo.,18,1
alhamdulillah hate pailam bakita bebohar kore buja jabe.,56,1
not good don't buy if your money is important to you,52,0
"Asole jinis ta khuboi vlo... apnara chaile nite paren.. Ami akta neyar por bebohar kore vlo paichi tai arekta order disi...
asolei aita premium vive ase",152,1
products of very cohise ful..,29,1
cheap but okayish type of product would recommend buying it though.,67,1
Kono kajer na ei product. Kine vul korchi.,42,0
Allhamdulillah Valo product sobaai nite paren❤️,47,1
vaiya ata to ami jeta oder korsi oita na retan korta chaytasilm,63,1
the airdods sound is very good Apnara chaile nite paren,55,1
